source identifier	source name	target prefix	predicted identifier	predicted name	true identifier	true name	confidence
efo:1000344	Major Salivary Gland Carcinoma	mondo	mondo:0044743	major salivary gland cancer	mondo:0006284	major salivary gland carcinoma	0.92
mondo:0011855	granular corneal dystrophy type II	doid	doid:12318	granular corneal dystrophy	doid:0060444	granular corneal dystrophy 2	0.79
ncit:C40310	Sebaceous Carcinoma	doid	doid:4840	sebaceous carcinoma	doid:4839	sebaceous adenocarcinoma	0.74
doid:0110668	congenital myasthenic syndrome 10	mondo	mondo:0018940	congenital myasthenic syndrome	mondo:0009690	congenital myasthenic syndrome 10	0.88
ncit:C113814	Autoimmune Primary Adrenal Insufficiency	mondo	mondo:0015129	chronic primary adrenal insufficiency	mondo:0100480	autoimmune primary adrenal insufficiency	0.76
mondo:0019384	encephalitis lethargica	doid	doid:646	viral encephalitis	doid:5225	von Economo's disease	0.79
mondo:0009696	juvenile myoclonic epilepsy	doid	doid:0111325	juvenile myoclonic epilepsy 10	doid:4890	juvenile myoclonic epilepsy	0.85
mondo:0024622	thyroid gland adenocarcinoma	doid	doid:3962	follicular thyroid carcinoma	doid:0080524	thyroid gland adenocarcinoma	0.76
mondo:0008945	myoclonic cerebellar dyssynergia	mesh	mesh:D016697	Herpes Zoster Oticus	mesh:D002527	Myoclonic Cerebellar Dyssynergia	0.59
doid:0110213	isolated cleft palate	orphanet.ordo	orphanet.ordo:199302	Isolated cleft lip	orphanet.ordo:2014	Cleft palate	0.58
doid:3702	cervical adenocarcinoma	ncit	ncit:C180870	Cervical Adenocarcinoma, Not Otherwise Specified	ncit:C4029	Cervical Adenocarcinoma	0.72
mondo:0017086	primary tethered cord syndrome	icd11	icd11:449489594	Occult spinal dysraphism	icd11:66705662	Primary tethered cord syndrome	0.59
doid:5485	synovial sarcoma	ncit	ncit:C7817	Adult Synovial Sarcoma	ncit:C3400	Synovial Sarcoma	0.62
ncit:C61259	Mucopolysaccharidosis	doid	doid:0061128	mucopolysaccharidosis X	doid:12798	mucopolysaccharidosis	0.62
doid:0060901	lymphoplasmacytic lymphoma	ncit	ncit:C3212	Lymphoplasmacytic Lymphoma	ncit:C115212, ncit:C80307	Familial Waldenstrom Macroglobulinemia, Waldenstrom Macroglobulinemia	0.7
efo:0001675	simian immunodeficiency virus infection	mondo	mondo:0025484	simian acquired immunodeficiency syndrome	mondo:0005163	simian immunodeficiency virus infection	0.84
doid:0070470	chromosome 1p36.33 duplication syndrome	mondo	mondo:0032931	pontocerebellar hypoplasia, hypotonia, and respiratory insufficiency syndrome, neonatal lethal	mondo:0032933	chromosome 1p36.33 duplication syndrome, atad3 gene cluster, autosomal dominant	0.67
mondo:0001875	epicondylitis	ncit	ncit:C35067	Lateral Epicondylitis	ncit:C34589	Epicondylitis	0.55
doid:6405	ovarian papillary cystadenoma	ncit	ncit:C4180	Papillary Serous Cystadenoma	ncit:C7278	Ovarian Papillary Cystadenoma	0.55
efo:1000013	Prinzmetal's angina	doid	doid:11840	coronary artery vasospasm	doid:0111151	Prinzmetal angina	0.74
mondo:0013700	pancreatic triacylglycerol lipase deficiency	icd11	icd11:11281354	Pancreatic colipase deficiency	icd11:349070670	Pancreatic triacylglycerol lipase deficiency	0.61
ncit:C97194	Panic Disorder with Agoraphobia	mondo	mondo:0044141	panic disorder without agoraphobia	mondo:0044144	panic disorder with agoraphobia	0.8
efo:1001074	optic papillitis	mondo	mondo:0004037	retinal edema	mondo:0006879	optic papillitis	0.75
omim.ps:182960	Neuronopathy, distal hereditary motor, autosomal dominant	doid	doid:0081399	autosomal dominant distal hereditary motor neuronopathy 10	doid:0111198	autosomal dominant distal hereditary motor neuronopathy	0.51
mondo:0013865	mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	orphanet	orphanet:35696	Mitochondrial disorder due to a defect in mitochondrial protein synthesis	orphanet:314637	Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	0.66
ncit:C118459	Amastia	mondo	mondo:0100490	breasts and/or nipples, aplasia or hypoplasia of, 1	mondo:0007238	amastia	0.56
ncit:C84678	Duane Syndrome	mondo	mondo:0024265	Duane syndrome type 1	mondo:0007473	Duane retraction syndrome	0.72
mondo:0005349	otosclerosis	doid	doid:0060927	otosclerosis 10	doid:12185	otosclerosis	0.65
efo:0003877	sleep apnea	doid	doid:0080302	mixed sleep apnea	doid:0050847	sleep apnea	0.66
doid:0050576	Senior-Loken syndrome	mondo	mondo:0009962	Senior-Loken syndrome 1	mondo:0017842	Senior-Loken syndrome	0.81
orphanet.ordo:1344	Atrial standstill	doid	doid:0080663	atrial standstill 2	doid:0080662	atrial standstill 1	0.64
doid:0050794	multiple synostoses syndrome	mondo	mondo:0008518	calcaneonavicular coalition	mondo:0017923	multiple synostoses syndrome	0.77
mondo:0019975	pellagra	icd11	icd11:135549215	Vitamin B3 deficiency	icd11:1108993080	Pellagra	0.84
mondo:0004972	adenoma	ncit	ncit:C4196	Acinar Cell Adenoma	ncit:C2855	Adenoma	0.53
mondo:0009659	mucopolysaccharidosis type 4A	doid	doid:12804	mucopolysaccharidosis IV	doid:0111391	mucopolysaccharidosis IVA	0.72
efo:0002609	juvenile idiopathic arthritis	icd11	icd11:1176663320	Juvenile idiopathic polyarthritis, rheumatoid factor negative	icd11:1322678686	Juvenile idiopathic arthritis	0.58
ncit:C4917	Lung Small Cell Carcinoma	doid	doid:5411	lung oat cell carcinoma	doid:5409	lung small cell carcinoma	1.1
mondo:0016441	acquired pseudoxanthoma elasticum	icd11	icd11:1206109397	Perforating periumbilical calcific elastosis	icd11:2017339816	Acquired pseudoxanthoma elasticum	0.59
ncit:C8588	Childhood Ovarian Germ Cell Tumor	mondo	mondo:0011366	ovarian germ cell tumor	mondo:0003760	pediatric ovarian germ cell tumor	0.77
efo:1000812	anterolateral myocardial infarction	doid	doid:5855	anteroseptal myocardial infarction	doid:5845	anterolateral myocardial infarction	0.82
mondo:0015066	neuroendocrine tumor of the appendix, well differentiated, low or intermediate grade	icd11	icd11:1272601015	Neuroendocrine tumour of appendix	icd11:1590340268	Neuroendocrine neoplasms of appendix	0.7
doid:4931	nasal cavity carcinoma	mondo	mondo:0001128	nasal cavity cancer	mondo:0003212	nasal cavity carcinoma	0.8
doid:3855	seminal vesicle tumor	ncit	ncit:C161643	Benign Seminal Vesicle Neoplasm	ncit:C39908	Seminal Vesicle Neoplasm	0.85
doid:3965	Merkel cell carcinoma	mondo	mondo:0019210	cutaneous neuroendocrine carcinoma	mondo:0002822	trabecular adenocarcinoma	0.65
mondo:0006250	ileal neuroendocrine tumor G1	ncit	ncit:C160440	Ileal Neuroendocrine Tumor G2	ncit:C4935	Ileal Neuroendocrine Tumor G1	0.88
mondo:0003537	precursor T-lymphoblastic lymphoma/leukemia	ncit	ncit:C199173	T Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified	ncit:C8694	T Lymphoblastic Leukemia/Lymphoma	0.74
efo:0002430	primary myelofibrosis	ncit	ncit:C3248	Myelofibrosis	ncit:C2862	Primary Myelofibrosis	0.78
mondo:0004249	pediatric supratentorial ependymoma	ncit	ncit:C6772	Childhood Supratentorial Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	ncit:C9043	Childhood Supratentorial Ependymoma, Not Otherwise Specified	0.79
mondo:0011430	pulverulent cataract	icd11	icd11:1388192717	Coppock-like cataract	icd11:1046743385	Pulverulent cataract	0.62
mondo:0006907	pilar sheath acanthoma	icd11	icd11:100727368	Pilar sheath acanthoma	icd11:281473034	Pilar sheath acanthoma	0.58
mondo:0027772	lung colloid adenocarcinoma	ncit	ncit:C201978	Pulmonary Mucinous Cystic Tumor of Borderline Malignancy	ncit:C45512	Lung Colloid Adenocarcinoma	0.73
doid:5690	well-differentiated liposarcoma	mondo	mondo:0005103	well-differentiated liposarcoma	mondo:0006097	atypical lipomatous tumor	0.72
doid:14291	Noonan syndrome with multiple lentigines	orphanet.ordo	orphanet.ordo:2574	Moynahan syndrome	orphanet.ordo:500	Noonan syndrome with multiple lentigines	0.53
doid:3721	plasmacytoma	ncit	ncit:C6932	Solitary Plasmacytoma	ncit:C9349	Plasmacytoma	0.91
doid:8584	Burkitt lymphoma	ncit	ncit:C9062	Adult Burkitt Lymphoma	ncit:C2912	Burkitt Lymphoma	0.75
mondo:0009994	alveolar rhabdomyosarcoma	icd11	icd11:1142671419	Alveolar rhabdomyosarcoma	icd11:1742058067	Alveolar rhabdomyosarcoma	0.85
efo:1000308	Jejunal Neuroendocrine Tumor G1	ncit	ncit:C172668	Jejunal Neuroendocrine Tumor G3	ncit:C6429	Jejunal Neuroendocrine Tumor G1	0.9
efo:1001987	dropped head syndrome	mondo	mondo:0858910	dropped head syndrome	mondo:0018654	idiopathic dropped head syndrome	0.96
doid:0080519	PAPA syndrome	mondo	mondo:0019673	postaxial polydactyly type A	mondo:0011462	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	0.48
doid:3590	gestational trophoblastic neoplasm	mondo	mondo:0009273	hydatidiform mole, recurrent, 1	mondo:0018944	gestational trophoblastic neoplasm	0.68
icd11:56009591	Orthostatic hypotension	mondo	mondo:0015914	primary orthostatic hypotension	mondo:0005469	orthostatic hypotension	0.8
mondo:0019773	myelomeningocele	icd11	icd11:182894151	Myelomeningocele with hydrocephalus	icd11:1200528084	Myelomeningocele	0.9
ncit:C84794	Jeune Syndrome	mondo	mondo:0008831	asphyxiating thoracic dystrophy 1	mondo:0018770	Jeune syndrome	0.55
mondo:0019121	pneumocystosis	icd11	icd11:2014927218	Pulmonary pneumocystosis	icd11:404370038	Pneumocystosis	0.84
mesh:D025242	Spondylarthropathies	efo	efo:0009477	vertebral joint disease	efo:0000706	spondyloarthropathy	0.52
mondo:0001444	Chagas disease	icd11	icd11:2014854841	Chagas disease with nervous system involvement	icd11:1365585570	Chagas disease	0.84
doid:0060220	physical urticaria	mondo	mondo:0008632	urticaria, aquagenic	mondo:0006599	physical urticaria	0.94
doid:0111373	familial progressive hyperpigmentation with or without hypopigmentation	mondo	mondo:0017239	familial progressive hyper- and hypopigmentation	mondo:0007771	hyperpigmentation with or without hypopigmentation, familial progressive	0.88
efo:0010143	chronic mountain sickness	mondo	mondo:0100434	chronic mountain sickness	mondo:0014519	chronic mountain sickness, susceptibility to	1.06
icd11:1393194578	Congenital subpulmonary stenosis	mondo	mondo:0006935	pulmonary subvalvular stenosis	mondo:0017866	subpulmonary stenosis	0.77
doid:2441	frontal sinus squamous cell carcinoma	mondo	mondo:0044705	paranasal sinus squamous cell carcinoma	mondo:0002301	frontal sinus squamous cell carcinoma	0.62
ncit:C3092	Hemoglobinopathy	mondo	mondo:0044348	hemoglobinopathy	mondo:0019050	inherited hemoglobinopathy	0.72
doid:8618	oral cavity cancer	mondo	mondo:0021320	malignant tumor of floor of mouth	mondo:0005515	oral cavity cancer	0.8
efo:0009053	Primary progressive aphasia	mondo	mondo:0011842	GRN-related frontotemporal lobar degeneration with Tdp43 inclusions	mondo:0019806	primary progressive aphasia	0.85
doid:5580	pancreatic gastrinoma	mondo	mondo:0024638	pancreatic gastrinoma	mondo:0003525	pancreatic gastrin-producing neuroendocrine tumor	0.64
efo:1001933	adult acute monocytic leukemia	ncit	ncit:C4861	Acute Monocytic Leukemia	ncit:C8263	Adult Acute Monocytic Leukemia	1.02
doid:7267	lung clear cell carcinoma	mondo	mondo:0024386	large cell lung carcinoma, clear cell variant	mondo:0004167	obsolete lung clear cell carcinoma	0.95
ncit:C87069	Cleft Palate	mondo	mondo:0007336	isolated cleft palate	mondo:0016064	cleft palate	0.77
icd11:1654321425	Cushing syndrome	efo	efo:1000797	adrenal gland hyperfunction	efo:0003099	Cushing syndrome	0.54
ncit:C5720	Pancreatic Signet Ring Cell Carcinoma	mondo	mondo:0005092	signet ring cell carcinoma	mondo:0002666	pancreatic signet ring cell adenocarcinoma	0.7
mondo:0005549	renal cell adenocarcinoma	ncit	ncit:C6568	Childhood Renal Cell Carcinoma	ncit:C9385	Renal Cell Carcinoma	0.75
omim.ps:400044	46,XY sex reversal	mondo	mondo:0014634	46,XY sex reversal 10	mondo:0010765	46,XY complete gonadal dysgenesis	0.7
ncit:C68677	von Willebrand Disease	mondo	mondo:0019565	hereditary von Willebrand disease	mondo:0024574	von Willebrand disease (hereditary or acquired)	0.75
efo:1002031	Hodgkins lymphoma, mixed cellularity	ncit	ncit:C8063	Childhood Mixed Cellularity Classic Hodgkin Lymphoma	ncit:C3517	Mixed Cellularity Classic Hodgkin Lymphoma	0.92
mondo:0010315	T-B+ severe combined immunodeficiency due to gamma chain deficiency	efo	efo:1001451	X-Linked Combined Immunodeficiency Diseases	efo:0005555	gamma chain deficiency	0.93
doid:1911	endodermal sinus tumor	ncit	ncit:C27241	Adult Yolk Sac Tumor	ncit:C3011	Yolk Sac Tumor	0.78
doid:8445	intestinal volvulus	mondo	mondo:0008666	volvulus of midgut	mondo:0004570	intestinal volvulus	0.66
omim.ps:168600	Parkinson disease	mondo	mondo:0011737	parkinson disease 10	mondo:0005180	Parkinson disease	0.7
mesh:D001714	Bipolar Disorder	mondo	mondo:0024613	bipolar depression	mondo:0004985	bipolar disorder	0.91
efo:0003850	adrenal gland neoplasm	ncit	ncit:C9338	Malignant Adrenal Gland Neoplasm	ncit:C2859	Adrenal Gland Neoplasm	0.89
mondo:0001302	hypertensive heart disease	icd11	icd11:1208029865	Hypertensive heart disease without heart failure	icd11:1210166201	Hypertensive heart disease	0.91
mondo:0015451	univentricular heart	icd11	icd11:5417233	Functionally univentricular heart	icd11:1786413029	Double inlet atrioventricular connection	0.57
mondo:0019947	rippling muscle disease 2	ncit	ncit:C148318	Limb-Girdle Muscular Dystrophy Type 1C	ncit:C148325	Rippling Muscle Disease 2	0.67
efo:1001242	Wernicke-Korsakoff syndrome	mondo	mondo:0007020	Wernicke encephalopathy	mondo:0010198	Wernicke-Korsakoff syndrome	0.79
mondo:0005522	small intestine carcinoma	doid	doid:10154	small intestine cancer	doid:4907	small intestine carcinoma	0.91
efo:1001443	Tuberculosis, Cutaneous	mondo	mondo:0021948	cutaneous tuberculosis	mondo:0021498	benign neoplasm of placenta	0.62
ncit:C35261	Congenital Adrenal Gland Hypoplasia	mondo	mondo:0010264	X-linked adrenal hypoplasia congenita	mondo:0016241	alternating hemiplegia of childhood	0.73
doid:1759	American histoplasmosis	mondo	mondo:0001262	African histoplasmosis	mondo:0002099	Histoplasma capsulatum infectious disease	0.92
ncit:C182151	Diffuse Midline Glioma	efo	efo:1000026	diffuse intrinsic pontine glioma	efo:0020983	diffuse midline glioma	0.9
efo:0004227	Dengue Hemorrhagic Fever	doid	doid:0050125	dengue shock syndrome	doid:12206	dengue hemorrhagic fever	0.73
ncit:C4908	Ovarian Carcinoma	mondo	mondo:0008170	ovarian cancer	mondo:0005140	ovarian carcinoma	0.79
doid:4948	gallbladder carcinoma	mondo	mondo:0005411	gallbladder cancer	mondo:0003220	gallbladder carcinoma	0.96
doid:6996	intermediate cell type choroid melanoma	mondo	mondo:0003913	choroid mixed cell melanoma	mondo:0004065	intermediate cell type choroid melanoma	0.93
mondo:0006260	kidney medullary carcinoma	efo	efo:0003016	collecting duct carcinoma	efo:1000314	Kidney Medullary Carcinoma	0.89
doid:2571	Langerhans-cell histiocytosis	mondo	mondo:0009519	letterer-Siwe disease	mondo:0018310	Langerhans cell histiocytosis	0.65
efo:0004710	pelvic organ prolapse	icd11	icd11:920148970	Vaginal enterocele	icd11:148580117	Pelvic organ prolapse	0.53
doid:0111803	syndromic microphthalmia 8	mondo	mondo:0800324	microphthalmia, isolated, with coloboma 8	mondo:0011045	MMEP syndrome	0.79
mondo:0020320	acute myeloblastic leukemia with maturation	ncit	ncit:C3249	Acute Myeloid Leukemia without Maturation	ncit:C3250	Acute Myeloid Leukemia with Maturation	0.77
doid:10966	lipoid nephrosis	ncit	ncit:C35540	Nephrotic Syndrome with Lesion of Minimal Change Glomerulonephritis	ncit:C34844	Minimal Change Glomerulonephritis	0.98
mesh:D001357	Sarcoma, Avian	mondo	mondo:0700195	rous sarcoma	mondo:0025382	sarcoma, avian	0.97
omim.ps:619115	Combined osteogenesis imperfecta and Ehlers-Danlos syndrome	mondo	mondo:0030855	combined osteogenesis imperfecta and Ehlers-Danlos syndrome 2	mondo:0016470	Ehlers-Danlos/osteogenesis imperfecta syndrome	0.6
mesh:D009293	Opioid-Related Disorders	mondo	mondo:0001225	opioid abuse	mondo:0005530	opiate dependence	0.91
doid:0060565	Ritscher-Schinzel syndrome	mondo	mondo:0009073	Ritscher-Schinzel syndrome 1	mondo:0019078	Ritscher-Schinzel syndrome	0.6
icd11:71488193	Acanthosis nigricans	mondo	mondo:0043003	familial acanthosis nigricans	mondo:0007035	acanthosis nigricans	0.58
mondo:0010198	Wernicke-Korsakoff syndrome	ncit	ncit:C84803	Korsakoff Syndrome	ncit:C35764	Wernicke-Korsakoff Syndrome	0.75
mondo:0004026	skin tag	ncit	ncit:C3337	Fibroepithelial Polyp	ncit:C3374	Skin Tag	0.58
mondo:0010958	cardiac arrhythmia, ankyrin-B-related	gard	gard:13294	Cardiac arrhythmia, ankyrin-b-related	gard:10432	NO_NAME_FOUND	0.5
doid:6239	non-invasive bladder papillary urothelial neoplasm	ncit	ncit:C191672	Papillary Urothelial Neoplasm of Low Malignant Potential	ncit:C39831, ncit:C27884	Bladder Non-Invasive Papillary Urothelial Neoplasm, Bladder Papillary Urothelial Neoplasm of Low Malignant Potential	0.69
doid:0080474	pustular psoriasis 14	mondo	mondo:0022205	pustular psoriasis	mondo:0013626	psoriasis 14, pustular	0.73
mondo:0017276	frontotemporal dementia	icd11	icd11:2099230583	Frontotemporal lobar degeneration	icd11:831337417	Frontotemporal dementia	0.76
mondo:0013178	congenital muscular dystrophy due to LMNA mutation	doid	doid:0050557	congenital muscular dystrophy	doid:0110640	congenital muscular dystrophy due to LMNA mutation	0.61
ncit:C85031	Prosopagnosia	mondo	mondo:0012484	prosopagnosia, hereditary	mondo:0003227	prosopagnosia	0.55
mondo:0006036	granulosa cell tumor	ncit	ncit:C66750	Adult Granulosa Cell Tumor	ncit:C3070	Granulosa Cell Tumor	0.69
omim.ps:158900	Facioscapulohumeral muscular dystrophy	mondo	mondo:0008030	facioscapulohumeral muscular dystrophy 1	mondo:0001347	facioscapulohumeral muscular dystrophy	0.5
doid:0060242	synpolydactyly	orphanet.ordo	orphanet.ordo:93403	Syndactyly type 2	orphanet.ordo:295195	Synpolydactyly type 1	0.74
efo:1001080	Pancoast tumor	doid	doid:4876	trachea carcinoma	doid:8007	Pancoast tumor	0.64
icd11:2004070452	Duplications of the long arm of chromosome 10	mondo	mondo:0016931	partial duplication of chromosome 10	mondo:0016961	partial duplication of the long arm of chromosome 10	0.61
mondo:0003649	esophageal neuroendocrine tumor	ncit	ncit:C5821	Esophageal Neuroendocrine Neoplasm	ncit:C95616	Esophageal Neuroendocrine Tumor	1.01
icd11:926151882	Progeria	mondo	mondo:0008310	Hutchinson-Gilford progeria syndrome	mondo:0020732	progeria	0.78
ncit:C4800	Retinal Neoplasm	efo	efo:0005716	retinal cancer	efo:1000509	Retinal Neoplasm	0.74
doid:14720	Ehlers-Danlos syndrome classic type 1	mondo	mondo:0007522	Ehlers-Danlos syndrome, classic type	mondo:0019567	Ehlers-Danlos syndrome, classic type, 1	0.95
efo:0000398	dermatomyositis	mondo	mondo:0043317	amyopathic dermatomyositis	mondo:0016367	dermatomyositis	0.85
mondo:0003899	adult myxoid chondrosarcoma	ncit	ncit:C7924	Adult Extraskeletal Myxoid Chondrosarcoma	ncit:C27378	Adult Myxoid Chondrosarcoma	0.88
ncit:C117296	Orbital Myositis	mondo	mondo:0004769	orbital pseudotumor	mondo:0100550	orbital myositis	0.52
mondo:0005582	binge eating disorder	icd11	icd11:1535148777	Binge eating	icd11:1673294767	Binge eating disorder	0.75
mondo:0008030	facioscapulohumeral muscular dystrophy 1	ncit	ncit:C84704	Facioscapulohumeral Muscular Dystrophy	ncit:C172704	Facioscapulohumeral Muscular Dystrophy 1	0.71
icd11:551200965	Erythrokeratodermia variabilis	mondo	mondo:0033010	erythrokeratodermia variabilis et progressiva 1	mondo:0017851	erythrokeratodermia variabilis	0.61
doid:0111349	hereditary desmoid disease	mondo	mondo:0007608	desmoid tumor	mondo:0100168	desmoid tumor caused by somatic mutation	0.57
efo:1000314	Kidney Medullary Carcinoma	mondo	mondo:0005220	collecting duct carcinoma	mondo:0006260	kidney medullary carcinoma	0.91
mondo:0018677	visceral heterotaxy	doid	doid:0051024	visceral heterotaxy 10	doid:0050545	visceral heterotaxy	0.58
mondo:0002033	cecum cancer	ncit	ncit:C3491	Cecum Carcinoma	ncit:C9329	Malignant Cecum Neoplasm	0.8
ncit:C35321	Coffin-Siris Syndrome	mondo	mondo:0007617	Coffin-Siris syndrome 1	mondo:0015452	Coffin-Siris syndrome	0.56
doid:11624	penile benign neoplasm	mondo	mondo:0021458	benign neoplasm of penis	mondo:0006895	penile neoplasm	0.96
mondo:0005974	strongyloidiasis	icd11	icd11:1644559256	Disseminated strongyloidiasis	icd11:2088326190	Strongyloidiasis	0.75
mondo:0016603	citrullinemia type II	ncit	ncit:C150601	Citrullinemia Type I	ncit:C150603	Citrullinemia Type II	0.8
mondo:0013662	Barrett esophagus	doid	doid:4914	esophagus adenocarcinoma	doid:9206	Barrett's esophagus	0.56
mondo:0009264	gastroschisis	icd11	icd11:942688522	Congenital deformity of abdominal wall	icd11:551758329	Gastroschisis	0.77
efo:0006342	aggressive periodontitis	doid	doid:9893	periodontosis	doid:1474	aggressive periodontitis	0.62
icd11:2036217905	Spina bifida	mondo	mondo:0018075	neural tube defect	mondo:0008449	spina bifida	0.52
doid:0060930	developmental dysplasia of the hip	mondo	mondo:0007729	developmental dysplasia of the hip 1	mondo:0000158	developmental dysplasia of the hip	0.79
ncit:C9465	Hypopharyngeal Carcinoma	efo	efo:0007321	hypopharynx cancer	efo:0002938	hypopharyngeal carcinoma	0.89
doid:5806	stork bite	mondo	mondo:0008094	familial multiple nevi flammei	mondo:0003653	stork bite	0.64
mondo:0007813	superficial epidermolytic ichthyosis	ncit	ncit:C82343	Irritable Bowel Syndrome	ncit:C84777	Ichthyosis Bullosa of Siemens	0.59
doid:0060643	primary sclerosing cholangitis	mondo	mondo:0018646	sclerosing cholangitis	mondo:0013433	primary sclerosing cholangitis	0.71
omim.ps:175780	Brain small vessel disease	mondo	mondo:0100105	brain small vessel disease 3	mondo:0020496	familial porencephaly	0.6
mondo:0018830	Kimura disease	doid	doid:474	histiocytoid hemangioma	doid:7365	Kimura disease	0.52
doid:0060103	central nervous system embryonal tumor	ncit	ncit:C6990	Central Nervous System Embryonal Tumor	ncit:C5398	Central Nervous System Embryonal Tumor, Not Otherwise Specified	0.76
doid:0111267	hyaline body myopathy	mondo	mondo:0008050	MYH7-related skeletal myopathy	mondo:0018889	hyaline body myopathy	0.72
efo:1001242	Wernicke-Korsakoff syndrome	mesh	mesh:D014899	Wernicke Encephalopathy	mesh:C538669, mesh:D020915	Alcohol induced encephalopathy, Korsakoff Syndrome	0.63
ncit:C4445	Pancreatic Exocrine Neoplasm	mondo	mondo:0002116	malignant exocrine pancreas neoplasm	mondo:0021076	pancreatic exocrine neoplasm	1.09
doid:3047	Wissler-Fanconi syndrome	mondo	mondo:0019355	adult-onset Still disease	mondo:0006018	Wissler syndrome	0.67
doid:7762	childhood multilocular cystic kidney neoplasm	mondo	mondo:0002730	childhood kidney neoplasm	mondo:0004356	childhood multilocular cystic kidney neoplasm	0.68
ncit:C8106	Ovarian Dysgerminoma	mondo	mondo:0003002	dysgerminoma	mondo:0003481	dysgerminoma of ovary	0.7
doid:874	bacterial pneumonia	mondo	mondo:0041850	pneumonia caused by gram negative bacteria	mondo:0004652	bacterial pneumonia	0.77
doid:6405	ovarian papillary cystadenoma	mondo	mondo:0021091	papillary cystadenoma	mondo:0003872	ovarian papillary cystadenoma	0.59
ncit:C3192	Lipoma	mondo	mondo:0007909	familial multiple lipomatosis	mondo:0005106	lipoma	0.6
efo:0003094	ganglioglioma	ncit	ncit:C27362	Childhood Ganglioglioma	ncit:C3788	Ganglioglioma	0.79
efo:1000919	endometrial stromal sarcoma	doid	doid:3642	empty sella syndrome	doid:4226	endometrial stromal sarcoma	0.59
mondo:0021311	malignant tumor of parathyroid gland	ncit	ncit:C4906	Parathyroid Gland Carcinoma	ncit:C9322	Malignant Parathyroid Gland Neoplasm	0.78
ncit:C84698	Erythropoietic Protoporphyria	mondo	mondo:0019263	autosomal erythropoietic protoporphyria	mondo:0008319	protoporphyria, erythropoietic, 1	0.6
doid:3675	childhood kidney cancer	mondo	mondo:0036511	childhood malignant kidney neoplasm	mondo:0002730	childhood kidney neoplasm	0.69
doid:0060810	syndromic X-linked intellectual disability type 10	mondo	mondo:0037149	HSD10 disease, atypical type	mondo:0010327	HSD10 mitochondrial disease	0.62
mondo:0018746	mucous membrane pemphigoid	icd11	icd11:953963439	Mucous membrane pemphigoid with ocular involvement	icd11:1456138933	Mucous membrane pemphigoid	0.64
doid:0111143	mitochondrial complex V (ATP synthase) deficiency	gard	gard:18649	Mitochondrial proton-transporting ATP synthase complex deficiency	gard:1459	NO_NAME_FOUND	0.5
mondo:0011996	chronic myelogenous leukemia, BCR-ABL1 positive	ncit	ncit:C7320	Childhood Chronic Myeloid Leukemia, BCR-ABL1 Positive	ncit:C3177, ncit:C3174	Myeloid Leukemia, Philadelphia-Positive, Chronic Myeloid Leukemia, BCR-ABL1 Positive	0.76
mondo:0005835	Lynch syndrome	ncit	ncit:C6725	Lynch 1 Syndrome	ncit:C8494	Lynch Syndrome	0.67
doid:0050591	tooth agenesis	ncit	ncit:C171426	Hypodontia	ncit:C172328	Dental Agenesis	0.57
mondo:0004041	urothelial papilloma	ncit	ncit:C39858	Bladder Urothelial Papilloma	ncit:C3842	Urothelial Papilloma	0.84
icd11:473306797	Sirenomelia	mondo	mondo:0010831	familial caudal dysgenesis	mondo:0017850	sirenomelia	0.59
orphanet:2533	Microcephaly-deafness-intellectual disability syndrome	mondo	mondo:0011250	microcephaly, macrotia, and intellectual disability	mondo:0007991	microcephaly-deafness-intellectual disability syndrome	0.7
ncit:C9465	Hypopharyngeal Carcinoma	mondo	mondo:0005806	hypopharynx cancer	mondo:0005216	hypopharyngeal carcinoma	0.83
doid:11624	penile benign neoplasm	ncit	ncit:C3489	Benign Penile Neoplasm	ncit:C3317	Penile Neoplasm	1.05
mondo:0004330	leptomeningeal sarcoma	ncit	ncit:C4073	Meningeal Sarcoma	ncit:C8312	Leptomeningeal Sarcoma	0.97
omim.ps:149400	Hyperekplexia	mondo	mondo:0017658	hyperekplexia	mondo:0021022	hereditary hyperekplexia	0.7
ncit:C84636	Chronic Inflammatory Demyelinating Polyneuropathy	mondo	mondo:0100169	polyneuropathy, inflammatory demyelinating, chronic	mondo:0006702	chronic inflammatory demyelinating polyradiculoneuropathy	0.87
mondo:0013968	PGM1-congenital disorder of glycosylation	doid	doid:0111953	immunodeficiency 23	doid:0080570	congenital disorder of glycosylation It	0.52
efo:0002630	restrictive cardiomyopathy	mondo	mondo:0007270	cardiomyopathy, familial restrictive, 1	mondo:0005201	restrictive cardiomyopathy	0.77
ncit:C112208	Drug Hypersensitivity Syndrome	mondo	mondo:0010575	deafness-hypogonadism syndrome	mondo:0015340	drug rash with eosinophilia and systemic symptoms	0.55
mondo:0015474	cryptosporidiosis	ncit	ncit:C35591	Cryptosporidial Gastroenteritis	ncit:C128408	Cryptosporidiosis	0.85
mondo:0013028	adenosine monophosphate deaminase deficiency	icd11	icd11:1204172345	Myoadenylate deaminase deficiency	icd11:550341491	Adenosine monophosphate deaminase deficiency	0.78
