source identifier	source name	target prefix	predicted identifier	predicted name	true identifier	true name	confidence
ncit:C4861	Acute Monocytic Leukemia	doid	doid:8527	monocytic leukemia	doid:8864	acute monocytic leukemia	0.78
mondo:0016227	hereditary episodic ataxia	orphanet.ordo	orphanet.ordo:84142	Isaacs syndrome	orphanet.ordo:211062	Hereditary episodic ataxia	0.59
mondo:0015824	oculomaxillofacial dysostosis	orphanet.ordo	orphanet.ordo:141253	Oblique facial cleft	orphanet.ordo:1794	Oculomaxillofacial dysostosis	0.55
orphanet.ordo:75382	Oguchi disease	mondo	mondo:0013259	Oguchi disease-2	mondo:0019152, mondo:0016293	congenital stationary night blindness, Oguchi disease	0.52
orphanet.ordo:970	Hereditary sensory and autonomic neuropathy type 2	mondo	mondo:0024309	neuropathy, hereditary sensory and autonomic, type 2A	mondo:0019941	hereditary sensory and autonomic neuropathy type 2	0.64
mondo:0008840	ataxia telangiectasia	orphanet.ordo	orphanet.ordo:370109	Ataxia-telangiectasia variant	orphanet.ordo:100	Ataxia-telangiectasia	0.52
orphanet.ordo:533	Listeriosis	icd10	icd10:A32	Listeriosis	icd10:A32.0, icd10:A32.1, icd10:A32.8, icd10:A32.7, icd10:A32.9	""	0.77
orphanet.ordo:303	Dystrophic epidermolysis bullosa	mondo	mondo:0015553	dystrophic epidermolysis bullosa, nails only	mondo:0006543	epidermolysis bullosa dystrophica	0.64
omim.ps:194070	Wilms tumor	ncit	ncit:C40407	Kidney Wilms Tumor	ncit:C8496	Hereditary Kidney Wilms Tumor	0.51
orphanet.ordo:363483	Testicular teratoma	mondo	mondo:0010108	testicular germ cell tumor	mondo:0018193	testicular teratoma	0.52
orphanet.ordo:701	Alopecia universalis	mondo	mondo:0007082	alopecia areata 1	mondo:0008757	alopecia universalis congenita	0.55
mondo:0013968	PGM1-congenital disorder of glycosylation	orphanet.ordo	orphanet.ordo:711	Glycogen storage disease due to phosphoglucomutase deficiency	orphanet.ordo:319646	PGM1-CDG	0.52
orphanet.ordo:94083	Partington syndrome	mondo	mondo:0010727	Russell-silver syndrome, X-linked	mondo:0010654	Partington syndrome	0.61
mondo:0008473	spondyloepimetaphyseal dysplasia, Maroteaux type	orphanet.ordo	orphanet.ordo:93302	Brachyolmia, Maroteaux type	orphanet.ordo:263482	Spondyloepimetaphyseal dysplasia, Maroteaux type	0.7
orphanet.ordo:243367	Acute fatty liver of pregnancy	mondo	mondo:0012173	long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	mondo:0016573	acute fatty liver of pregnancy	0.56
orphanet.ordo:411709	Renal agenesis	mondo	mondo:0024519	renal hypodysplasia/aplasia 1	mondo:0018470	renal agenesis	0.58
orphanet.ordo:2510	Micro syndrome	mondo	mondo:0010822	Warburg micro syndrome 1	mondo:0016649	Warburg micro syndrome	0.75
mondo:0011939	Spondyloenchondrodysplasia with immune dysregulation	orphanet.ordo	orphanet.ordo:50816	Spondylometaphyseal dysplasia with combined immunodeficiency	orphanet.ordo:1855	Spondyloenchondrodysplasia	0.52
mondo:0007959	medulloblastoma	orphanet.ordo	orphanet.ordo:251858	Medulloblastoma with extensive nodularity	orphanet.ordo:616	Medulloblastoma	0.51
orphanet.ordo:514	Acute monoblastic/monocytic leukemia	ncit	ncit:C7318	Acute Monoblastic and Monocytic Leukemia	ncit:C4861	Acute Monocytic Leukemia	0.55
orphanet.ordo:1810	Autosomal dominant hypohidrotic ectodermal dysplasia	mondo	mondo:0007509	ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant	mondo:0015884	autosomal dominant hypohidrotic ectodermal dysplasia	0.52
mondo:0016832	distal 7q11.23 microduplication syndrome	orphanet.ordo	orphanet.ordo:254351	Distal 7q11.23 microdeletion syndrome	orphanet.ordo:261102	Distal 7q11.23 microduplication syndrome	0.75
orphanet.ordo:208978	Chronic polyradiculoneuropathy	mondo	mondo:0003335	chronic polyneuropathy	mondo:0016170	obsolete chronic polyradiculoneuropathy	0.7
ncit:C92565	Oppositional Defiant Disorder	mesh	mesh:D000096865	Oppositional Defiant Disorder	mesh:D019958	Attention Deficit and Disruptive Behavior Disorders	0.94
mondo:0010100	Tay-Sachs disease	orphanet.ordo	orphanet.ordo:309185	Tay-Sachs disease, juvenile form	orphanet.ordo:845	Tay-Sachs disease	0.59
mondo:0018274	GM3 synthase deficiency	orphanet.ordo	orphanet.ordo:370938	Salt-and-pepper syndrome	orphanet.ordo:370933	GM3 synthase deficiency	0.53
mondo:0021321	malignant tumor of extrahepatic bile duct	doid	doid:4682	extrahepatic bile duct carcinoma	doid:4606	bile duct cancer	0.92
orphanet.ordo:1572	Common variable immunodeficiency	mondo	mondo:0014260	immunodeficiency, common variable, 10	mondo:0015517	common variable immunodeficiency	0.77
orphanet.ordo:99803	Haddad syndrome	mondo	mondo:0800026	central hypoventilation syndrome, congenital, 1, with or without Hirschsprung disease	mondo:0020493	Haddad syndrome	0.58
orphanet.ordo:103908	Congenital sodium diarrhea	mondo	mondo:0010036	congenital secretory sodium diarrhea 3	mondo:0015170	congenital sodium diarrhea	0.56
mondo:0001246	typhus	mesh	mesh:D014437	Typhus, Endemic Flea-Borne	mesh:D012282	Rickettsia Infections	0.81
mondo:0017705	congenital pulmonary venous return anomaly	orphanet.ordo	orphanet.ordo:185	Scimitar syndrome	orphanet.ordo:3090	Congenital pulmonary venous return anomaly	0.63
orphanet.ordo:300878	Hairy cell leukemia variant	mondo	mondo:0018935	hairy cell leukemia	mondo:0017600	hairy cell leukemia variant	0.52
orphanet.ordo:758	Pseudoxanthoma elasticum	mondo	mondo:0024308	pseudoxanthoma elasticum (inherited or acquired)	mondo:0009925	autosomal recessive inherited pseudoxanthoma elasticum	0.87
doid:7696	lung hilum cancer	ncit	ncit:C7454	Lung Hilum Carcinoma	ncit:C4566	Malignant Lung Hilum Neoplasm	0.66
orphanet.ordo:306658	Familial normophosphatemic tumoral calcinosis	gard	gard:10878	Normophosphatemic familial tumoral calcinosis	gard:0010878	""	0.5
orphanet.ordo:65759	Carpenter syndrome	mondo	mondo:0008188	papillomatosis, confluent and reticulated	mondo:0019012	Carpenter syndrome	0.5
mondo:0007354	coloboma of optic nerve	orphanet.ordo	orphanet.ordo:35737	Morning glory disc anomaly	orphanet.ordo:98947	Coloboma of optic disc	0.57
orphanet.ordo:434809	Syndrome with woolly hair	mondo	mondo:0008686	isolated familial wooly hair disorder	mondo:0018558	obsolete syndrome with wooly hair	0.55
doid:0060639	permanent neonatal diabetes mellitus	ncit	ncit:C131848	K ATP Permanent Neonatal Diabetes	ncit:C114902	Permanent Neonatal Diabetes Mellitus	0.77
orphanet.ordo:79665	Gardner syndrome	mondo	mondo:0021056	familial adenomatous polyposis 1	mondo:0019336	Gardner syndrome	0.52
orphanet.ordo:624259	Non-specific autoimmune cerebellar ataxia with characteristic antibodies	mondo	mondo:0850109	non-specific autoimmune cerebellar ataxia without characteristic antibodies	mondo:0850108	non-specific autoimmune cerebellar ataxia with characteristic antibodies	0.78
orphanet.ordo:526	Liddle syndrome	mondo	mondo:0020607	Liddle syndrome 1	mondo:0008323	Liddle syndrome	0.76
mesh:D001289	Attention Deficit Disorder with Hyperactivity	ncit	ncit:C97160	Attention Deficit Hyperactivity Disorder	ncit:C35092	Attention Deficit Hyperactivity Disorder, Inattentive Type	0.81
mondo:0035521	blepharophimosis-ptosis-epicanthus inversus syndrome plus	orphanet.ordo	orphanet.ordo:126	Blepharophimosis-ptosis-epicanthus inversus syndrome	orphanet.ordo:572333	Blepharophimosis-ptosis-epicanthus inversus syndrome plus	0.56
mondo:0012127	autosomal recessive limb-girdle muscular dystrophy type 2J	orphanet.ordo	orphanet.ordo:102015	Autosomal recessive limb-girdle muscular dystrophy	orphanet.ordo:140922	Titin-related limb-girdle muscular dystrophy R10	0.86
doid:10718	giardiasis	icd11	icd11:1181555119	Giardia	icd11:433310499	""	0.72
orphanet.ordo:35909	Combined deficiency of factor V and factor VIII	mondo	mondo:0013331	factor 5 and Factor VIII, combined deficiency of, 2	mondo:0018175	combined deficiency of factor V and factor VIII	0.56
mondo:0001309	oculomotor nerve paralysis	orphanet.ordo	orphanet.ordo:440221	Congenital oculomotor nerve palsy	orphanet.ordo:98685	Rare oculomotor nerve disorder	0.47
orphanet.ordo:252015	Choriocarcinoma of the central nervous system	ncit	ncit:C5793	Adult Central Nervous System Choriocarcinoma	ncit:C7012	Central Nervous System Choriocarcinoma	0.73
mondo:0800448	leukoencephalopathy with vanishing white matter	orphanet.ordo	orphanet.ordo:99853	Ovarioleukodystrophy	orphanet.ordo:135	CACH syndrome	0.52
mesh:D020945	Lupus Vasculitis, Central Nervous System	ncit	ncit:C84622	Central Nervous System Vasculitis	ncit:C116919	Central Nervous System Lupus	0.62
orphanet.ordo:436252	Combined immunodeficiency-enteropathy spectrum	mondo	mondo:0009465	multiple intestinal atresia	mondo:0800030	gastrointestinal defects and immunodeficiency syndrome 1	0.59
orphanet.ordo:653698	Lymphocytic mastitis	mondo	mondo:0022972	diabetic mastopathy	mondo:0958101	lymphocytic mastitis	0.55
orphanet.ordo:352	Galactosemia	mondo	mondo:0009258	classic galactosemia	mondo:0018116	galactosemia	0.62
mondo:0013700	pancreatic triacylglycerol lipase deficiency	orphanet.ordo	orphanet.ordo:309108	Pancreatic colipase deficiency	orphanet.ordo:309031	Pancreatic triacylglycerol lipase deficiency	0.64
ncit:C27038	Idiopathic Hypereosinophilic Syndrome	orphanet.ordo	orphanet.ordo:3260	Idiopathic hypereosinophilic syndrome	orphanet.ordo:168956	Hypereosinophilic syndrome	0.97
mesh:D003586	Cytomegalovirus Infections	ncit	ncit:C35402	Cytomegalovirus Colitis	ncit:C53649	Cytomegaloviral Infection	0.68
ncit:C4908	Ovarian Carcinoma	doid	doid:2394	ovarian cancer	doid:4001	ovarian carcinoma	0.76
orphanet.ordo:289573	Multiple mitochondrial dysfunctions syndrome	mondo	mondo:0975806	multiple mitochondrial dysfunctions syndrome 10	mondo:0017338	fatal multiple mitochondrial dysfunctions syndrome	0.81
doid:0050826	tricuspid valve disease	ncit	ncit:C197960	Rheumatic Tricuspid Valve Disease	ncit:C78649	Tricuspid Valve Disorder	0.82
orphanet.ordo:701	Alopecia universalis	mondo	mondo:0800198	alopecia universalis	mondo:0008757	alopecia universalis congenita	0.76
orphanet.ordo:587	Muir-Torre syndrome	gard	gard:6821	Muir-torre syndrome	gard:0006821	""	0.5
orphanet.ordo:1327	Camptodactyly syndrome, Guadalajara type 1	mondo	mondo:0000111	camptodactyly syndrome, Guadalajara	mondo:0008898	camptodactyly syndrome, Guadalajara type 1	0.68
orphanet.ordo:261120	14q11.2 microdeletion syndrome	mondo	mondo:0016835	14q11.2 microduplication syndrome	mondo:0013272	chromosome 14q11-q22 deletion syndrome	0.6
doid:783	end stage renal disease	efo	efo:0003884	chronic kidney disease	efo:0009909	stage 5 chronic kidney disease	0.67
doid:7575	pancreatic intraductal papillary-mucinous neoplasm	ncit	ncit:C95514	Pancreatic Intraductal Papillary Mucinous Neoplasm, Oncocytic-Type	ncit:C38342	Pancreatic Intraductal Papillary-Mucinous Neoplasm	0.67
orphanet.ordo:507	Leishmaniasis	icd10	icd10:B55	Leishmaniasis	icd10:B55.9, icd10:B55.1, icd10:B55.0, icd10:B55.2	""	0.77
orphanet.ordo:810	Shigellosis	icd10	icd10:A03	Shigellosis	icd10:A03.8, icd10:A03.0, icd10:A03.3, icd10:A03.1, icd10:A03.2, icd10:A03.9	""	0.5
orphanet.ordo:75382	Oguchi disease	mondo	mondo:0009775	Oguchi disease-1	mondo:0019152, mondo:0016293	Oguchi disease, congenital stationary night blindness	0.52
orphanet.ordo:99741	King-Denborough syndrome	mondo	mondo:0007783	malignant hyperthermia, susceptibility to, 1	mondo:0020485	King-Denborough syndrome	0.53
ncit:C9272	Salivary Gland Carcinoma	doid	doid:8850	salivary gland cancer	doid:0050904	salivary gland carcinoma	0.86
efo:1000381	Mixed Epithelial Stromal Tumor of the Kidney	doid	doid:5088	mixed epithelial stromal tumour	doid:2678	obsolete adult mesoblastic nephroma	0.62
orphanet.ordo:404	Familial hyperaldosteronism type II	mondo	mondo:0011517	pseudohyperaldosteronism type 2	mondo:0011576	familial hyperaldosteronism type II	0.55
orphanet.ordo:282	Frontotemporal dementia	mondo	mondo:0010857	semantic dementia	mondo:0017276	frontotemporal dementia	0.79
ncit:C34971	Rat-Bite Fever	doid	doid:12096	sodoku disease	doid:13238, doid:12097	obsolete rat-bite fever, Haverhill fever	0.66
orphanet.ordo:68364	Hemoglobinopathy	mondo	mondo:0044348	hemoglobinopathy	mondo:0019050	inherited hemoglobinopathy	0.75
mondo:0010108	testicular germ cell tumor	orphanet.ordo	orphanet.ordo:363483	Testicular teratoma	orphanet.ordo:363504	Germ cell tumor of testis	0.52
orphanet.ordo:440221	Congenital oculomotor nerve palsy	mondo	mondo:0001309	oculomotor nerve paralysis	mondo:0018599	congenital oculomotor nerve palsy	0.47
orphanet.ordo:2574	Moynahan syndrome	mondo	mondo:0007893	Noonan syndrome with multiple lentigines	mondo:0008755	Moynahan syndrome	0.6
orphanet.ordo:131	Budd-Chiari syndrome	mondo	mondo:0006786	hepatic vein thrombosis	mondo:0010947	Budd-Chiari syndrome	0.56
orphanet.ordo:318	Acute erythroid leukemia	ncit	ncit:C9164	Childhood Acute Erythroid Leukemia	ncit:C8923	Acute Erythroid Leukemia	0.55
omim.ps:115200	Dilated cardiomyopathy	orphanet.ordo	orphanet.ordo:217604	Dilated cardiomyopathy	orphanet.ordo:217607	Familial dilated cardiomyopathy	0.7
orphanet.ordo:448237	Zika virus disease	icd10	icd10:U06	Zika virus disease	icd10:A92.5	""	0.5
orphanet.ordo:791	Retinitis pigmentosa	mondo	mondo:0008377	retinitis pigmentosa 1	mondo:0019200	retinitis pigmentosa	0.74
orphanet.ordo:98813	Hypohidrotic ectodermal dysplasia with immunodeficiency	gard	gard:9936	Ectodermal dysplasia and immune deficiency	gard:0009936	""	0.6
orphanet.ordo:314777	Familial isolated pituitary adenoma	mondo	mondo:0007052	growth hormone secreting pituitary adenoma 1	mondo:0017824	familial isolated pituitary adenoma	0.52
orphanet.ordo:390	Histoplasmosis	icd10	icd10:B39	Histoplasmosis	icd10:B39.4, icd10:B39.2, icd10:B39.1, icd10:B39.9, icd10:B39.3, icd10:B39.0, icd10:B39.5	""	0.5
orphanet.ordo:596008	Antley-Bixler syndrome without genital anomaly or disorder of steroidogenesis	mondo	mondo:0008726	Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis	mondo:0020667	Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis	0.72
orphanet.ordo:217595	Syndrome associated with hypertrophic cardiomyopathy	mondo	mondo:0008647	hypertrophic cardiomyopathy 1	mondo:0026989	obsolete syndrome associated with hypertrophic cardiomyopathy	0.67
orphanet.ordo:71290	Familial platelet disorder with associated myeloid malignancy	mondo	mondo:0100083	hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1	mondo:0011071	hereditary thrombocytopenia and hematologic cancer predisposition syndrome	0.63
doid:0070086	schizophrenia 10	mesh	mesh:D012559	Schizophrenia	mesh:D012560	Schizophrenia, Catatonic	0.53
orphanet.ordo:252021	Mixed germ cell tumor of central nervous system	mondo	mondo:0004257	childhood central nervous system mixed germ cell tumor	mondo:0016742	mixed germ cell tumor of central nervous system	0.52
mondo:0009486	autosomal recessive Kenny-Caffey syndrome	orphanet.ordo	orphanet.ordo:93325	Autosomal dominant Kenny-Caffey syndrome	orphanet.ordo:93324	Autosomal recessive Kenny-Caffey syndrome	0.52
doid:0080177	hepatic veno-occlusive disease	ncit	ncit:C8301	Veno-Occlusive Disease	ncit:C26793	Sinusoidal Obstruction Syndrome	0.64
mondo:0035678	Timothy syndrome type 1	orphanet.ordo	orphanet.ordo:595105	Timothy syndrome type 2	orphanet.ordo:595098	Timothy syndrome type 1	0.61
ncit:C4182	Serous Surface Papillary Carcinoma	mondo	mondo:0015686	primary peritoneal carcinoma	mondo:0002368	papillary serous cystadenocarcinoma	0.66
mondo:0008270	polydactyly of a triphalangeal thumb	orphanet.ordo	orphanet.ordo:2950	Triphalangeal thumb-polysyndactyly syndrome	orphanet.ordo:93336	Polydactyly of a triphalangeal thumb	0.52
orphanet.ordo:2248	Hypoplastic left heart syndrome	mondo	mondo:0013752	hypoplastic left heart syndrome 2	mondo:0004933	hypoplastic left heart syndrome	0.55
orphanet.ordo:569274	Multiple mitochondrial dysfunctions syndrome type 5	mondo	mondo:0957382	multiple mitochondrial dysfunctions syndrome 7	mondo:0033282	multiple mitochondrial dysfunctions syndrome 5	0.61
orphanet.ordo:79281	Alpha-N-acetylgalactosaminidase deficiency type 3	mondo	mondo:0012221	alpha-N-acetylgalactosaminidase deficiency type 1	mondo:0019264	alpha-N-acetylgalactosaminidase deficiency type 3	0.62
mondo:0013178	congenital muscular dystrophy due to LMNA mutation	orphanet.ordo	orphanet.ordo:97242	Congenital muscular dystrophy	orphanet.ordo:157973	Congenital muscular dystrophy due to LMNA mutation	0.84
mondo:0019533	paroxysmal cold hemoglobinuria	doid	doid:0060264	pontocerebellar hypoplasia	doid:0060284	paroxysmal nocturnal hemoglobinuria	0.51
orphanet.ordo:45448	Miyoshi myopathy	mondo	mondo:0024545	Miyoshi muscular dystrophy 1	mondo:0009685	Miyoshi myopathy	0.59
orphanet.ordo:2207	Familial primary hyperparathyroidism	mondo	mondo:0007767	hyperparathyroidism 1	mondo:0016365	familial primary hyperparathyroidism	0.64
mondo:0015606	Xp22.3 microdeletion syndrome	orphanet.ordo	orphanet.ordo:284180	Xp22.13p22.2 duplication syndrome	orphanet.ordo:1643	Xp22.3 microdeletion syndrome	0.79
mesh:D057180	Frontotemporal Dementia	doid	doid:0081391	semantic dementia	doid:9255	frontotemporal dementia	0.71
mesh:D012213	Rheumatic Fever	ncit	ncit:C27204	Rheumatologic Disorder	ncit:C34984	Rheumatic Fever	0.61
mondo:0014720	autosomal dominant optic atrophy plus syndrome	orphanet.ordo	orphanet.ordo:3349	Treft-Sanborn-Carey syndrome	orphanet.ordo:1215	Autosomal dominant optic atrophy plus syndrome	0.52
orphanet.ordo:213726	Serous carcinoma of the corpus uteri	mondo	mondo:0000553	uterine corpus endometrial carcinoma	mondo:0016268	papillary carcinoma of the corpus uteri	0.41
orphanet.ordo:459033	Ataxia-oculomotor apraxia type 4	mondo	mondo:0014084	ataxia with oculomotor apraxia type 3	mondo:0014557	ataxia - oculomotor apraxia type 4	0.62
mondo:0019362	epidemic louse-borne typhus	mesh	mesh:D014438	Typhus, Epidemic Louse-Borne	mesh:D012282	Rickettsia Infections	0.94
orphanet.ordo:464453	Acquired methemoglobinemia	ncit	ncit:C98805	Acquired Methemoglobinemia	ncit:C101045	Drug Induced Methemoglobinemia	0.79
orphanet.ordo:70587	Infant acute respiratory distress syndrome	mondo	mondo:0700081	newborn respiratory distress syndrome	mondo:0100077	congenital alveolar dysplasia	0.62
orphanet.ordo:141253	Oblique facial cleft	mondo	mondo:0015824	oculomaxillofacial dysostosis	mondo:0015415	obsolete oblique facial cleft	0.55
mondo:0013486	spinocerebellar ataxia type 32	orphanet.ordo	orphanet.ordo:403187	spinocerebellar ataxia 32	orphanet.ordo:276183	Spinocerebellar ataxia type 32	0.52
orphanet.ordo:48377	Subcorneal pustular dermatosis	efo	efo:1000774	vesiculobullous skin disease	efo:1000771	subcorneal pustular dermatosis	0.51
orphanet.ordo:166272	Odontochondrodysplasia	mondo	mondo:0031169	odontochondrodysplasia	mondo:0100325	odontochondrodysplasia 1	0.77
mondo:0010029	situs inversus	orphanet.ordo	orphanet.ordo:157769	Situs ambiguus	orphanet.ordo:101063	Situs inversus totalis	0.57
orphanet.ordo:861	Treacher-Collins syndrome	mondo	mondo:0007944	Treacher Collins syndrome 1	mondo:0002457	Treacher-Collins syndrome	0.77
orphanet.ordo:811	Shwachman-Diamond syndrome	mondo	mondo:0044204	Shwachman-Diamond syndrome 1	mondo:0009833	Shwachman-Diamond syndrome	0.56
orphanet.ordo:2241	Megacystis-microcolon-intestinal hypoperistalsis syndrome	mondo	mondo:0025986	megacystis-microcolon-intestinal hypoperistalsis syndrome	mondo:0100354	megacystis-microcolon-intestinal hypoperistalsis syndrome 1	0.78
mondo:0013256	chromosome 15q24 deletion syndrome	orphanet.ordo	orphanet.ordo:500163	Witteveen-Kolk syndrome	orphanet.ordo:94065	15q24 microdeletion syndrome	0.67
efo:1000309	Juvenile Myelomonocytic Leukemia	orphanet.ordo	orphanet.ordo:98823	Chronic myelomonocytic leukemia	orphanet.ordo:86834	Juvenile myelomonocytic leukemia	0.53
mondo:0007493	torsion dystonia 4	orphanet.ordo	orphanet.ordo:311367	dystonia 21, torsion (autosomal dominant)	orphanet.ordo:98805	Primary dystonia, DYT4 type	0.6
mondo:0014717	early-onset Lafora body disease	orphanet.ordo	orphanet.ordo:98261	Progressive myoclonic epilepsy	orphanet.ordo:324290	Early-onset Lafora body disease	0.78
orphanet.ordo:261257	Distal 17p13.3 microdeletion syndrome	mondo	mondo:0017867	distal 17p13.1 microdeletion syndrome	mondo:0016839	distal 17p13.3 microdeletion syndrome	0.71
mondo:0011408	hereditary spastic paraplegia 10	orphanet.ordo	orphanet.ordo:685	Hereditary spastic paraplegia	orphanet.ordo:100991	Autosomal dominant spastic paraplegia type 10	0.84
orphanet.ordo:254519	Kagami-Ogata syndrome	mondo	mondo:0011975	paternal uniparental disomy of chromosome 14	mondo:0016779	multiple congenital anomalies due to 14q32.2 maternally expressed gene defect	0.65
orphanet.ordo:216	Neuronal ceroid lipofuscinosis	mondo	mondo:0012414	neuronal ceroid lipofuscinosis 10	mondo:0016295	neuronal ceroid lipofuscinosis	0.69
mesh:D012569	Schizotypal Personality Disorder	ncit	ncit:C34759	Latent Schizophrenia	ncit:C92632	Schizotypal Personality Disorder	0.89
orphanet.ordo:331217	Syndrome with combined immunodeficiency	mondo	mondo:0015131	combined immunodeficiency	mondo:0018035	obsolete syndrome with combined immunodeficiency	0.56
orphanet.ordo:293355	Methylmalonic acidemia without homocystinuria	mondo	mondo:0018964	homocystinuria without methylmalonic aciduria	mondo:0017390	obsolete methylmalonic acidemia without homocystinuria	0.59
orphanet.ordo:2032	Idiopathic pulmonary fibrosis	mondo	mondo:1011543	idiopathic pulmonary fibrosis, dog	mondo:0800029	interstitial lung disease 2	0.54
mondo:0005045	hypertrophic cardiomyopathy	orphanet.ordo	orphanet.ordo:217595	Syndrome associated with hypertrophic cardiomyopathy	orphanet.ordo:217569	Rare hypertrophic cardiomyopathy	0.58
orphanet.ordo:98756	Spinocerebellar ataxia type 2	mondo	mondo:0008943	autosomal recessive spinocerebellar ataxia 2	mondo:0008458	spinocerebellar ataxia type 2	0.52
orphanet.ordo:227976	Autosomal recessive optic atrophy, OPA7 type	mondo	mondo:0009787	3-methylglutaconic aciduria type 3	mondo:0013069	autosomal recessive optic atrophy, OPA7 type	0.64
mondo:0010850	Tessier number 4 facial cleft	orphanet.ordo	orphanet.ordo:141276	Tessier number 7 facial cleft	orphanet.ordo:141258	Tessier number 4 facial cleft	0.64
ncit:C43298	Hereditary Pancreatic Carcinoma	efo	efo:0002618	pancreatic carcinoma	efo:1000359, efo:0003860	pancreatic neoplasm, Malignant Pancreatic Neoplasm	0.73
mondo:0012173	long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	orphanet.ordo	orphanet.ordo:243367	Acute fatty liver of pregnancy	orphanet.ordo:5	Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	0.56
orphanet.ordo:586	Cystic fibrosis	icd10	icd10:E84	Cystic fibrosis	icd10:E84.0, icd10:E84.1, icd10:E84.8	""	0.85
mondo:0010989	Mayer-Rokitansky-Küster-Hauser syndrome type 2	orphanet.ordo	orphanet.ordo:247775	Mayer-Rokitansky-Küster-Hauser syndrome type 1	orphanet.ordo:2578	Mayer-Rokitansky-Küster-Hauser syndrome type 2	0.63
orphanet.ordo:48471	Lissencephaly	mondo	mondo:0030031	lissencephaly 10	mondo:0018838	lissencephaly spectrum disorders	0.55
orphanet.ordo:398073	Prader-Willi-like syndrome	mondo	mondo:0014243	Schaaf-Yang syndrome	mondo:0018354	Prader-Willi-like syndrome	0.69
orphanet.ordo:309127	3-hydroxyacyl-CoA dehydrogenase deficiency	mondo	mondo:0012382	hyperinsulinemic hypoglycemia, familial, 4	mondo:0017715	3-hydroxyacyl-CoA dehydrogenase deficiency	0.58
orphanet.ordo:313838	Coats plus syndrome	mondo	mondo:0024564	cerebroretinal microangiopathy with calcifications and cysts 1	mondo:0012815	Coats plus syndrome	0.54
orphanet.ordo:342	Familial Mediterranean fever	mondo	mondo:0009572	autosomal recessive familial Mediterranean fever	mondo:0018088	familial Mediterranean fever	0.75
orphanet.ordo:3388	Neural tube defect	mondo	mondo:0020705	neural tube defects, susceptibility to	mondo:0018075	neural tube defect	0.51
mondo:0008771	amelogenesis imperfecta type 1G	orphanet.ordo	orphanet.ordo:171836	Amelogenesis imperfecta-gingival hyperplasia syndrome	orphanet.ordo:1031	Enamel-renal syndrome	0.62
orphanet.ordo:599485	Acquired hemophilia B	mondo	mondo:0019139	acquired hemophilia	mondo:0035736	acquired hemophilia B	0.66
orphanet.ordo:238468	Hypohidrotic ectodermal dysplasia	mondo	mondo:0013983	ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive	mondo:0016535	hypohidrotic ectodermal dysplasia	0.55
mondo:0015431	ring chromosome 10	orphanet.ordo	orphanet.ordo:363203	Ring chromosome syndrome	orphanet.ordo:1438	Ring chromosome 10 syndrome	0.56
mondo:0014243	Schaaf-Yang syndrome	orphanet.ordo	orphanet.ordo:398073	Prader-Willi-like syndrome	orphanet.ordo:398069	MAGEL2-related Prader-Willi-like syndrome	0.69
mondo:0015278	familial pancreatic carcinoma	doid	doid:4905	pancreatic carcinoma	doid:1793	pancreatic cancer	0.65
mondo:0018540	PFAPA syndrome	orphanet.ordo	orphanet.ordo:560	Marshall syndrome	orphanet.ordo:42642	PFAPA syndrome	0.65
orphanet.ordo:261330	Distal 22q11.2 microdeletion syndrome	mondo	mondo:0016846	distal 22q11.2 microduplication syndrome	mondo:0012740	chromosome 22q11.2 deletion syndrome, distal	0.57
orphanet.ordo:97231	Ligneous conjunctivitis	mondo	mondo:0009009	hypoplasminogenemia	mondo:0100560	ligneous conjunctivitis	0.53
mesh:D008193	Lyme Disease	ncit	ncit:C119026	Lyme Arthritis	ncit:C45161	Borrelia Burgdorferi Infection	0.62
orphanet.ordo:35612	Nanophthalmos	mondo	mondo:0010836	nanophthalmos 1	mondo:0005514	nanophthalmia	0.55
orphanet.ordo:84090	Fibronectin glomerulopathy	mondo	mondo:0011165	glomerulopathy with fibronectin deposits 2	mondo:0007671	fibronectin glomerulopathy	0.58
orphanet.ordo:656417	Embryonal tumor with multilayered rosettes	mondo	mondo:0016715	ependymoblastoma	mondo:0958119	embryonal tumor with multilayered rosettes	0.77
orphanet.ordo:157820	Cold-induced sweating syndrome	mondo	mondo:0010091	Cold-induced sweating syndrome 1	mondo:0015526	cold-induced sweating syndrome	0.54
orphanet.ordo:86902	Follicular dendritic cell sarcoma	mondo	mondo:0004380	dendritic cell sarcoma	mondo:0005764	follicular dendritic cell sarcoma	0.84
mondo:0021018	autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6)	orphanet.ordo	orphanet.ordo:34517	Autosomal dominant limb-girdle muscular dystrophy type 1E	orphanet.ordo:34516	DNAJB6-related limb-girdle muscular dystrophy D1	0.82
orphanet.ordo:1876	Oculogastrointestinal muscular dystrophy	mondo	mondo:0017575	mitochondrial neurogastrointestinal encephalomyopathy	mondo:0010181	oculogastrointestinal muscular dystrophy	0.53
